Date,Open,High,Low,Close,Volume,Adj Close
7/1/2013,12.95,15.03,12.73,14.6,117692600,14.132353
6/3/2013,13.69,13.73,12.13,12.86,134057000,12.448086
5/1/2013,12.2,13.99,12.05,13.66,140423700,13.212564
4/1/2013,12.15,12.54,11.23,12.31,136690600,11.906785
3/1/2013,11.13,12.94,11.02,12.18,164543000,11.781043
2/1/2013,11.41,12.42,10.98,11.23,179200800,10.86216
1/2/2013,12.05,12.2,11.02,11.32,163806000,10.939373
12/3/2012,9.93,11.69,9.77,11.61,183824500,11.219623
11/1/2012,9.34,9.97,8.92,9.86,155942600,9.51885
10/1/2012,8.87,9.65,8.85,9.32,146514000,8.997534
9/4/2012,8,9.79,7.93,8.83,173058400,8.524487
8/1/2012,7.35,8.4,7.1,7.99,104471100,7.703909
7/2/2012,8.2,8.21,6.9,7.34,138117600,7.077183
6/1/2012,7.12,8.22,6.85,8.18,205706700,7.887106
5/1/2012,8.11,8.4,6.72,7.35,201195000,7.086825
4/2/2012,9.54,9.78,7.95,8.11,223249900,7.809102
3/1/2012,8.09,10.1,7.66,9.57,321398600,9.214933
2/1/2012,7.25,8.35,7.21,7.97,311534500,7.674296
1/3/2012,5.75,7.5,5.62,7.13,314075000,6.857008
12/1/2011,5.37,5.95,4.92,5.56,245117000,5.347119
11/1/2011,6.38,6.98,5.03,5.44,290781200,5.231714
10/3/2011,6.08,7.43,5.13,6.83,294758000,6.555563
9/1/2011,8.18,8.18,6,6.12,267167500,5.874092
8/1/2011,10.04,10.05,6.01,8.17,394741000,7.841721
7/1/2011,10.98,11.14,9.4,9.71,174631500,9.308365
6/1/2011,11.71,11.74,10.4,10.96,181135700,10.50666
5/2/2011,12.36,12.71,11.29,11.75,126607100,11.254397
4/1/2011,13.45,13.88,12.15,12.28,130723500,11.762042
3/1/2011,14.32,14.7,13.16,13.33,146247600,12.767755
2/1/2011,13.9,14.95,13.79,14.29,154156200,13.677437
1/3/2011,13.85,15.31,13.4,13.73,238471100,13.141442
12/1/2010,11.17,13.49,10.97,13.34,185220100,12.768161
11/1/2010,11.5,12.74,10.91,10.95,199889600,10.47104
10/1/2010,13.22,13.66,11.03,11.45,279162700,10.949169
9/1/2010,12.64,14.06,12.6,13.1,148410000,12.526999
8/2/2010,14.38,14.47,12.18,12.46,144688000,11.905429
7/1/2010,14.32,15.72,13.3,14.04,175718000,13.415106
6/1/2010,15.58,16.1,14.3,14.37,141844500,13.730418
5/3/2010,17.879999,18.15,14.8,15.74,236922100,15.029702
4/1/2010,18.02,19.860001,17.41,17.83,218911700,17.025387
3/1/2010,16.74,18.35,16.030001,17.85,170242500,17.044485
2/1/2010,15.26,16.84,14.25,16.66,233006800,15.89852
1/4/2010,15.24,17.190001,14.68,15.18,250902600,14.486167
12/1/2009,16.040001,16.74,14.83,15.06,237233200,14.371653
11/2/2009,14.85,16.620001,14.12,15.85,163920700,15.11603
10/1/2009,16.959999,19.1,14.5,14.58,223308800,13.90484
9/1/2009,17.700001,18.08,16.02,16.92,187141400,16.13648
8/3/2009,15.24,18.25,14.82,17.59,298184800,16.765265
7/1/2009,13.27,14.79,11.27,14.79,323192000,14.096547
6/1/2009,11.41,13.93,11.1,13.2,364632000,12.581097
5/1/2009,8.79,15.07,8.55,11.27,577690800,10.732174
4/1/2009,6.45,11.58,6.44,8.93,540229900,8.503843
3/2/2009,3.61,8.57,3,6.82,483203000,6.494536
2/2/2009,6.2,7.05,2.53,3.95,509904300,3.751193
1/2/2009,13.92,14.81,5.05,6.58,255026700,6.248822
12/1/2008,15.59,18,12.66,14.08,108571200,13.371341
11/3/2008,23.969999,24.620001,10.01,16.25,131135800,15.08847
10/1/2008,34.57,38.5,18.99,24.17,131320600,22.442358
9/2/2008,32.73,39.5,25,35,114674400,32.498241
8/1/2008,33.200001,34.200001,27.719999,31.139999,61768600,28.347033
7/1/2008,23.309999,34.5,18.440001,32.900002,123206000,29.949181
6/2/2008,33.84,33.939999,22.440001,23.870001,71292700,21.729086
5/1/2008,37.66,40.650002,33.25,34.009998,39410300,30.364779
4/1/2008,39.259998,41.5,35.27,37.540001,38286900,33.516434
3/3/2008,39.740002,43.459999,34.25,37.91,54601100,33.846775
2/1/2008,44.119999,45.080002,39.540001,39.740002,41331500,34.895084
1/2/2008,41.529999,44.5,33.119999,44.150002,61008100,38.767441
12/3/2007,46.25,47,40.610001,41.259998,30753300,36.229771
11/1/2007,46.75,47,41.73,46.130001,38852900,39.926224
10/1/2007,50.040001,52.959999,46.450001,48.279999,24583000,41.787079
9/4/2007,50.619999,51.93,48.599998,50.27,23451200,43.509457
8/1/2007,47.299999,52.779999,46.52,50.68,37144900,43.314728
7/2/2007,49.150002,50.200001,46.900002,47.419998,26609100,40.528496
6/1/2007,50.75,50.990002,48.549999,48.889999,19772200,41.784866
5/1/2007,51,51.900002,50.470001,50.709999,15285100,43.340366
4/2/2007,51.200001,52.200001,50.060001,50.900002,17063900,43.026848
3/1/2007,50.25,52.150002,48.360001,51.02,18043300,43.128288
2/1/2007,52.759998,54.209999,49,50.830002,15662400,42.967678
1/3/2007,53.400002,54.18,51.349998,52.580002,16332600,43.957024
12/1/2006,53.830002,54.049999,51.32,53.389999,14650800,44.634186
11/1/2006,54.150002,55.080002,53.220001,53.849998,10896400,45.018745
10/2/2006,53.529999,54.869999,52.75,53.869999,11467900,44.570755
9/1/2006,51.830002,54,50.799999,53.57,12104100,44.32254
8/1/2006,51.34,52.75,50.700001,51.470001,11261600,42.585052
7/3/2006,48.189999,51.900002,47.59,51.529999,12619600,42.178097
6/1/2006,48.400002,49.48,45.860001,48.099998,14722500,39.370586
5/1/2006,49.84,50.5,47.900002,48.400002,15484800,39.616146
4/3/2006,45.849998,49.98,45.259998,49.919998,15244900,40.440777
3/1/2006,45.349998,47.139999,44.900002,45.540001,13109100,36.89249
2/1/2006,44.099998,46.049999,42.919998,45.849998,15059300,36.738564
1/3/2006,46.919998,47.240002,43.490002,44.23,16493600,35.440495
12/1/2005,46,47.25,45.419998,46.150002,12269500,36.978951
11/1/2005,43.75,47.150002,43.27,45.889999,13289400,36.770618
10/3/2005,42.470001,44.09,41.380001,43.740002,13816800,34.673271
9/1/2005,43.040001,43.689999,41.130001,42.099998,14192100,33.373219
8/1/2005,43.77,44.150002,42.450001,43.029999,12050800,34.110443
7/1/2005,45.610001,46.049999,43.599998,43.599998,17281800,34.161331
6/1/2005,45.970001,47.439999,45.560001,45.610001,11658000,35.736202
5/2/2005,44.830002,46.799999,44.73,46.32,8079000,35.939919
4/1/2005,44.419998,45.799999,43.470001,45.040001,10425100,34.946758
3/1/2005,46.650002,47.200001,43.400002,44.099998,11196800,34.217407
2/1/2005,46.360001,47.09,45.16,46.650002,8207600,35.849998
1/3/2005,46.66,46.950001,44.400002,46.369999,10803600,35.634819
12/1/2004,45.799999,47.220001,45.200001,46.990002,7962900,36.111286
11/1/2004,44.919998,47.470001,44.610001,46.27,8795300,35.212154
10/1/2004,43.529999,45.689999,42.939999,44.790001,9548700,34.085854
9/1/2004,44.450001,44.810001,43.049999,43.330002,8716300,32.97477
8/2/2004,84.800003,89.290001,44.529999,44.98,9469400,33.887985
7/1/2004,84.629997,85.709999,83.529999,85.010002,9594900,32.023319
6/1/2004,82.800003,85.68,82.150002,84.620003,11506600,31.876406
5/3/2004,80.230003,83.349998,77.010002,83.129997,12958000,31.013435
4/1/2004,81.449997,82.18,79.089996,80.489998,13537200,30.028526
3/1/2004,82.139999,83,78,80.980003,13534600,30.211332
2/2/2004,81.459999,82.849998,80.709999,81.919998,9855300,30.265659
1/2/2004,79.75,82.949997,77.599998,81.459999,14924300,30.095711
12/1/2003,74.650002,80.529999,74.650002,80.43,12104900,29.715174
11/3/2003,75.75,76.970001,73.720001,75.43,14830900,27.576893
10/1/2003,78.449997,82.75,72.449997,75.730003,20064200,27.686573
9/2/2003,79.25,80,74.580002,78.040001,13838200,28.531097
8/1/2003,82.559998,82.559998,77.209999,79.25,9851500,28.681654
7/1/2003,78.900002,84.900002,78.559998,82.57,11622600,29.883207
6/2/2003,74.699997,80,74.010002,79.029999,13368900,28.602034
5/1/2003,74.050003,75.25,72.040001,74.199997,10806300,26.626986
4/1/2003,67.449997,74.809998,67.199997,74.050003,12106700,26.57316
3/3/2003,69.449997,70.5,64.260002,66.839996,12790500,23.985817
2/3/2003,70.050003,70.510002,66.550003,69.239998,11760300,24.613386
1/2/2003,69.910004,72.5,68.099998,70.050003,11321900,24.901325
12/2/2002,70.089996,71.300003,67.099998,69.57,9693400,24.730696
11/1/2002,69.199997,72,66.25,70.080002,11154500,24.681921
10/1/2002,63.810001,71.199997,53.950001,69.800003,17991000,24.583307
9/3/2002,68.699997,70,61.400002,63.799999,13778000,22.470127
8/1/2002,66.25,72.089996,61.799999,70.080002,12002000,24.461317
7/1/2002,70.360001,72.699997,55.110001,66.5,17659300,23.211723
6/3/2002,75.769997,76.25,66.82,70.360001,15189000,24.55905
5/1/2002,72.040001,77.089996,71.519997,75.809998,11141800,26.247967
4/1/2002,67.050003,73,66.849998,72.480003,12717700,25.095011
3/1/2002,64.050003,69.610001,64.050003,68.019997,12602600,23.550806
2/1/2002,62.549999,64.739998,57.509998,63.950001,14170000,22.141638
1/2/2002,62.310001,64.339996,59.07,63.029999,13120000,21.617353
12/3/2001,61,64.160004,60.400002,62.950001,8770800,21.589916
11/1/2001,59.200001,64.989998,58.349998,61.380001,10989700,20.848841
10/1/2001,58.450001,61.360001,52.099998,58.990002,14868200,20.037033
9/4/2001,60.75,62.790001,50.25,58.400002,19809000,19.83663
8/1/2001,63.73,65.540001,59.759998,61.5,9492700,20.700647
7/2/2001,60.029999,64.699997,55.189999,63.619999,10944600,21.41423
6/1/2001,59.5,62.18,57.139999,60.029999,12153800,20.205851
5/1/2001,55.75,60,53.450001,59.25,10870400,19.943306
4/2/2001,54.450001,57.490002,48.650002,56,13714700,18.672262
3/1/2001,48.849998,54.759998,47.549999,54.75,14781200,18.25547
2/1/2001,53.900002,54.950001,45.650002,50.700001,11991900,16.905066
1/2/2001,45.3125,55.939999,45,53.82,14847500,17.749977
12/1/2000,40,47.25,36.3125,45.875,14916700,15.129696
11/6/2000,48.9375,51.375,38,39.9375,14982100,13.171493
